open,high,low,close,volume
100.0,100.8388864697265,99.82585687616658,100.49794982282872,603
100.49794982282872,100.65146017137306,100.21692255767304,100.35909305160806,789
100.35909305160806,101.31292792038492,99.8891516398587,101.01121698049857,882
101.01121698049857,102.61804621864003,100.71849444258332,102.56142305850935,1029
102.56142305850935,103.1753447277185,101.55921509973749,102.32155296680716,1204
102.32155296680716,102.71602412141497,101.74835756733916,102.08226064158869,1138
102.08226064158869,104.2261144947465,101.0619036257804,103.70715327095259,764
103.70715327095259,104.91454725482055,102.89894967551842,104.50609975697094,925
104.50609975697094,104.94901082710055,103.89619529736662,104.01662027630101,1015
104.01662027630101,105.01056003066364,102.88966050713968,104.58250664510102,947
104.58250664510102,105.06459873199773,103.68104274098751,104.09897405884404,946
104.09897405884404,104.54212856344652,103.38313227579401,103.61528138812342,655
103.61528138812342,104.54962984082479,103.31157065062123,103.86629483311165,769
103.86629483311165,104.1082778414427,101.3648272071312,101.89793172964012,919
101.89793172964012,102.31723590645126,99.89345640486341,100.15534840581333,381
100.15534840581333,100.1761515933888,99.5581559524724,99.59376770060678,1128
99.59376770060678,100.12843328013673,97.92994786932374,98.59014212304812,725
98.59014212304812,99.1270855645277,97.84240568872764,98.90044632084592,1137
98.90044632084592,99.25392010558411,97.53667550598608,98.00647135382164,1119
98.00647135382164,98.88584659456,95.75223168758615,96.63205067351987,891
96.63205067351987,98.81619316397094,95.56268275388061,98.05876691951654,1200
98.05876691951654,98.35495216315495,97.73734494747983,97.83762320225463,1148
97.83762320225463,98.56995155750923,97.76476215636791,97.90371350499844,938
97.90371350499844,97.93543007389883,96.35641581033254,96.51872187247584,915
96.51872187247584,96.88811711562758,95.54618992303551,95.99471821145403,1219
95.99471821145403,96.81131100603149,95.33466858082753,96.10125711581111,1046
96.10125711581111,96.21922077551464,94.11151650330135,95.00147914687584,1208
95.00147914687584,95.48074118570555,94.57709847361193,95.35906913005789,522
95.35906913005789,96.17182494581002,94.74876191693572,94.78802234726233,1019
94.78802234726233,94.82742265973181,94.29934580015035,94.51193447181934,684
94.51193447181934,94.90105106212899,93.74756068274951,93.94495739266412,994
93.94495739266412,96.15378697939369,93.38790689002428,95.70129526009636,1142
95.70129526009636,95.94263721046234,95.06068174420575,95.68837911287831,1347
95.68837911287831,95.94735927793934,94.46077592924335,94.68160642768173,812
94.68160642768173,96.40718963399648,94.33685265837386,95.46361694882553,894
95.46361694882553,95.69999207094153,94.23821280830688,94.30524081159773,980
94.30524081159773,94.64622259772976,93.88413592917234,94.50241596971682,805
94.50241596971682,94.65027868684865,92.60009493809353,92.66850831715797,1195
92.66850831715797,92.95511179171417,90.88932846062644,91.44583577506121,985
91.44583577506121,92.53573276664025,90.74983909341033,91.62603449003181,1024
91.62603449003181,92.36217854678033,91.46625001956039,92.30516662898289,1124
92.30516662898289,92.56368290225379,92.27202300839781,92.46348402063663,985
92.46348402063663,92.58332678045916,91.12263327682042,92.35661339846109,836
92.35661339846109,92.41405217761087,91.5789755744913,92.07894247089776,987
92.07894247089776,92.46028453843839,90.35847065840592,90.72754999352858,828
90.72754999352858,90.78207659726749,89.64974119057422,90.0767979898164,1021
90.0767979898164,90.27983664857179,89.34593567895129,89.66282353007135,1199
89.66282353007135,90.71070105401546,89.29606717070898,90.61569681020451,765
90.61569681020451,91.13562045677187,90.24531159197154,90.92760449669267,693
90.92760449669267,91.12480265206382,88.61585413292414,89.33856319529038,1009
89.33856319529038,90.4226276109331,88.41335335022949,89.6285648276698,846
89.6285648276698,89.91397361906256,89.12266260988264,89.28408479779073,1006
89.28408479779073,89.58363952969422,88.03981638813764,88.68174217993197,1064
88.68174217993197,89.71473566404154,88.05667810110499,89.22584976143709,571
89.22584976143709,90.64836092942342,88.97002417471067,90.1505263613142,1137
90.1505263613142,91.19125018414655,89.75567884848141,90.99400175382809,766
90.99400175382809,91.09526667041936,89.87764936069823,90.2335594914571,995
90.2335594914571,90.99240964311971,89.45627719058484,89.95497708594166,868
89.95497708594166,90.46918196984659,89.39674603935413,90.25345913774781,889
90.25345913774781,91.79424771002758,89.29289599058094,91.1382310180267,1338
91.1382310180267,91.20194637439613,90.49829712832697,90.70256472807598,1063
90.70256472807598,90.81072704929316,90.29458490004961,90.53432350039107,1180
90.53432350039107,90.93519911038462,89.20361561336425,89.53823083671651,1030
89.53823083671651,90.33587535516118,88.2256398224965,88.47354918011638,1124
88.47354918011638,89.80396194246092,87.70812226893293,89.19534804318594,1083
89.19534804318594,90.43701317672725,88.41439433537495,90.41329150650375,1050
90.41329150650375,90.53821342442559,90.06199741042522,90.34820822145389,1221
90.34820822145389,91.45736563803119,90.12785525806595,91.25944685595748,1031
91.25944685595748,91.68883695097848,91.19705612324758,91.59007136037842,1457
91.59007136037842,91.75152003802883,90.60074204867662,91.00110752043604,1192
91.00110752043604,91.53191576395932,90.66266091766856,91.33057650861063,772
91.33057650861063,93.26386464142372,91.01991423194885,92.74613214866179,964
92.74613214866179,93.2042338529941,92.67336668489428,92.71291083438109,1079
92.71291083438109,94.39117314536206,92.16714653076767,94.17494550148112,1008
94.17494550148112,94.60709935153285,91.54477697728643,91.73983804912585,1137
91.73983804912585,92.64051069487405,91.35552441968487,92.49695720411457,1159
92.49695720411457,92.88154910187298,91.8831514554287,92.57750814710116,728
92.57750814710116,93.0766467564312,92.15040957561614,92.30110802713139,1256
92.30110802713139,92.55163762935506,92.18588256926576,92.38584311144803,900
92.38584311144803,92.8661539799961,90.49451961892453,90.56773870335849,880
90.56773870335849,91.40488487226204,90.244796163948,90.36900520271031,880
90.36900520271031,91.28526677693851,90.10645283339906,90.69230120278793,1161
90.69230120278793,92.1685325996729,89.37989968789849,92.04259066799874,946
92.04259066799874,92.76367750026027,91.02070517478995,91.56679535015911,867
91.56679535015911,91.84107899707354,90.01441509051105,90.82946830472677,915
90.82946830472677,90.90925005423051,90.09813872410686,90.37486650189508,641
90.37486650189508,91.64761544946033,89.89287322279593,91.20595805505128,831
91.20595805505128,92.13849493406401,91.14343613257904,91.50629205942505,752
91.50629205942505,91.85861421026007,90.93747426702612,91.02280991886458,946
91.02280991886458,92.18019748358768,90.56973542776556,91.49120138101169,1132
91.49120138101169,91.78101146853302,91.46620624021723,91.58006192202068,1110
91.58006192202068,92.998111256507,91.21711968258967,92.4714578654684,1251
92.4714578654684,93.60801042008438,91.2192210125379,91.82453267086966,1206
91.82453267086966,92.2748240380163,91.12801865512178,91.52415082356914,894
91.52415082356914,91.57616255354421,90.89270468522362,91.1659798338343,1003
91.1659798338343,91.89490801946398,89.3650566656966,89.84146794716477,993
89.84146794716477,90.41117435810526,89.40655135250587,90.10790103748164,569
90.10790103748164,90.48125209759732,89.27961258644987,90.34343977316833,756
90.34343977316833,90.52880973886454,89.55578297476268,90.34805956390491,966
90.34805956390491,90.61149901869625,89.81655876798607,90.13636304439464,965
90.13636304439464,90.76986285520192,88.02106613936452,88.8695852822794,1102
88.8695852822794,88.95878303661624,88.1468366853209,88.49654466743367,1092
88.49654466743367,89.42690914768549,87.50541076727005,88.19377327932885,645
88.19377327932885,88.49078329433529,87.1253690741935,87.48904539920915,1103
87.48904539920915,87.86446790603912,87.10949535579977,87.34805180153491,1035
87.34805180153491,87.9412377252147,87.12145477707018,87.70169632398667,1124
87.70169632398667,89.62315387798665,87.65757267494683,89.37161271037894,1213
89.37161271037894,89.57586849159753,89.14186466285496,89.5277719872052,971
89.5277719872052,89.79314497272969,88.96751641922168,89.75864829756223,1249
89.75864829756223,90.34812617524062,89.48724915368936,89.69185151668039,822
89.69185151668039,90.00418593994185,87.27819295341388,87.98727583827922,810
87.98727583827922,88.80740502778842,87.89491219158816,87.96395009396835,1085
87.96395009396835,88.312379147429,87.76276297715819,88.01694692423129,926
88.01694692423129,90.25217415701471,87.44455788543775,90.21194044501163,1052
90.21194044501163,90.33878005501863,89.90456625919622,90.03857468350796,1398
90.03857468350796,90.36622360250693,89.94263239018812,90.31049338830678,1078
90.31049338830678,90.5112500004645,90.1407921499543,90.27915045797977,1042
90.27915045797977,90.47498184254955,88.83116184800811,89.23021910782022,826
89.23021910782022,90.59567767902304,89.01307267150509,90.25581159949898,660
90.25581159949898,91.4476054591604,89.6614327659772,90.93703281480401,985
90.93703281480401,92.80642037108221,90.5606756320706,91.65922642131189,1213
91.65922642131189,91.88103457215097,90.71914864389501,90.8294674951783,935
90.8294674951783,92.43462825698887,90.03842529965787,92.11259688947139,1080
92.11259688947139,92.8530169693668,90.4738945329745,90.83032424648513,1285
90.83032424648513,91.49266960643739,90.3411155242925,91.36493561568031,1280
91.36493561568031,93.44771848151332,90.71757985611103,93.3883237952238,1085
93.3883237952238,93.60910082945222,90.80211427422145,92.46784488971058,1034
92.46784488971058,93.72654222585355,91.92656180291561,91.94568147870923,696
91.94568147870923,92.11380798411909,91.29268282445842,92.03735227345501,873
92.03735227345501,92.56644807021046,91.11147014254645,91.57513117381187,943
91.57513117381187,91.72364117905356,89.71702065172371,90.16606229543122,829
90.16606229543122,90.6954330844174,89.36618129579506,90.22790402784953,1049
90.22790402784953,90.61384608077684,89.08731296376041,89.27448273348315,1382
89.27448273348315,89.82100231003187,89.05188349568888,89.69828267630639,1303
89.69828267630639,90.17024340747177,88.73525505179938,88.87735461647861,1048
88.87735461647861,90.4802482442936,88.79616525439135,90.26562617129068,1155
90.26562617129068,90.8042302263167,89.41875242271306,89.56137930122873,854
89.56137930122873,90.3822856719707,88.57584105718078,89.27340054840361,1292
89.27340054840361,90.4607111564468,89.05997162891829,90.00261716206072,687
90.00261716206072,90.58585603367881,88.76616476458777,88.9015969963166,1182
88.9015969963166,89.18364861197861,88.82411436337888,89.10404266481456,1099
89.10404266481456,90.61624673767945,89.002322190946,90.2764052358226,848
90.2764052358226,90.55397995080318,87.98665759322881,88.83682863194772,958
88.83682863194772,89.36820597419215,88.57914513205222,89.00100301055485,773
89.00100301055485,89.33354118360106,88.69511847054608,89.23260211685238,781
89.23260211685238,90.43567287385513,88.59122193060065,89.93297728840881,681
89.93297728840881,90.45877730429886,88.31459364955299,88.82740249066232,1153
88.82740249066232,88.89408870020088,87.1540590632751,87.66218520520766,1241
87.66218520520766,88.88427187332204,87.64893339914134,88.12092672703157,567
88.12092672703157,88.55678283470178,87.20640992389613,88.38302137114378,1367
88.38302137114378,88.61984551697553,88.18638231634311,88.60469203927654,997
88.60469203927654,89.2921265266571,87.83558467900762,88.91219376792425,1057
88.91219376792425,89.11535450032139,87.70511360127854,88.30962001712474,705
88.30962001712474,89.13820642350207,87.96992330758464,88.51496073796763,1264
88.51496073796763,88.80896740220342,87.78345797241677,88.77475422829517,1040
88.77475422829517,89.2433492157193,87.65210547813811,88.14285020744144,1227
88.14285020744144,90.29546781652992,87.85800896365433,89.80283466880547,1244
89.80283466880547,90.51027614776497,89.32150959860887,90.22935977353957,1266
90.22935977353957,90.45608190391034,89.0745480992015,89.16083159894261,870
89.16083159894261,90.292060639245,89.1141796987282,89.74814616403575,958
89.74814616403575,90.41820125161964,88.72381306217808,88.87763667377979,877
88.87763667377979,89.65553773219045,88.53255001203816,89.57993909969707,1179
89.57993909969707,90.75213597153324,89.24562906312485,90.62384395423064,1066
90.62384395423064,90.67008766632503,89.7639109936747,89.88315360529144,1213
89.88315360529144,91.87713553569581,89.73017465450349,90.75325087662318,1222
90.75325087662318,91.35695546376274,90.43015085544565,91.12863721540992,654
